,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
10,白蛇：缘起,2019,黄家康/赵霁,大毛,张喆/杨天翔/唐小喜/刘紫玲/张遥函/郑小璞/张博恒/张赫/马程/程寅/陈霖生/惠龙/林强/章斌 ,爱情/动画/奇幻,                                　　幽暗洞中，白蛇（张喆 配音）苦苦修炼却不得其法，小青见此情景，将发髻上的碧玉簪子取下，令白蛇攥在手中。那一刻，五百年前的记忆瞬间苏醒。五百年前，晚唐君主昏聩庸碌，掌握邪术的国师只手遮天，命令天下百姓捕蛇修法。为了拯救族群，白蛇冒险行刺，结果却遭遇挫败，还失去了记忆。当她再度醒来，发现自己被一个专门捕蛇的村落所救下，而那个胆小却善良的青年许宣（杨天翔 配音）则吸引了白蛇的注意。与此同时，国师派出爪牙四处追寻白蛇的下落，而蛇族更误解白蛇叛逃人类，接二连三派出杀手。                                   ,99分钟,2019-01-11(中国大陆)/2020-07-20(中国大陆重映), 中国大陆 / 美国, 汉语普通话,555006.0,7.9,25.7%,46.2%,24.7%,2.9%,0.5%,176507.0,3010.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2544313786.jpg
11,中国机长,2019,刘伟强,于勇敢,张涵予/欧豪/杜江/袁泉/张天爱/李沁/雅玫/杨祺如/高戈/黄志忠/朱亚文/李现/焦俊艳/吴樾/阚清子/李岷城/冯文娟/陈数/杨颖/余皑磊/关晓彤/刘浩/伊拉尔·帕萨/亚历克斯·皮希汀/赵亮/周波,剧情/传记/灾难,                                　　根据2018年5月14日四川航空3U8633航班机组成功处置特情真实事件改编。机组执行航班任务时，在万米高空突遇驾驶舱风挡玻璃爆裂脱落、座舱释压的极端罕见险情，生死关头，他们临危不乱、果断应对、正确处置，确保了机上全部人员的生命安全，创造了世界民航史上的奇迹。                       ,111分钟,2019-09-30(中国大陆), 中国大陆, 汉语普通话 / 藏语 / 英语 / 四川话,596026.0,6.7,9.8%,32.1%,44.5%,11.4%,2.2%,191855.0,2299.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568258113.jpg
12,诛仙1 诛仙 Ⅰ,2019,程小东,申捷/宋朝云,肖战/李沁/孟美岐/唐艺昕/刘端端/李燊/代旭/邱心志/姜大卫/陈孝萱/徐少强/叶童/梁家仁/包小松/陈立唯/熊欣欣/李熙/谢辰/何政庭/张智坤/孟子荻/马佳玛尧/张本煜/李昕岳/翟玉博,爱情/奇幻/古装,                                　　草庙村被屠，少年张小凡双亲离世，被青云门大竹峰收留。机缘巧合之下，他习得佛门天音功法，又意外获得魔教法器烧火棍，踏上强者之路的同时，也让他陷入了巨大的危机。至魔法器的现世，与陆雪琪、碧瑶、田灵儿三个女生间命运的交错，都让他原本单纯的人生轨迹充满变数。一个勇者驳斥命运的传奇之旅就此展开......                       ,101分钟,2019-09-13(中国大陆), 中国大陆, 汉语普通话,553521.0,4.5,9.3%,8.7%,20.8%,22.4%,38.8%,272312.0,7913.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567346094.jpg
13,飞驰人生,2019,韩寒,韩寒,沈腾/黄景瑜/尹正/张本煜/尹昉/田雨/魏翔/赵文瑄/腾格尔/易小星/李庆誉/高华阳/刘帅良/李玲玉/何穗/潘晓婷/田原/李春嫒/冯绍峰,喜剧,                                　　曾经叱咤风云的拉力赛车手张驰（沈腾 饰），五年前因私自赛车而被禁赛。从天堂跌落谷底，张驰饱尝生活的艰辛。他忍辱负重，洗心革面，终于争取到了解禁的判决。在此之后，他重新找到亲如兄弟的领航员孙宇强（尹正 饰），决心共同冲击本年度的巴音布鲁克拉力赛。然而在此之前，张驰必须重考驾照，改装赛车，拉到赞助。每一步都充满艰难，他忍受着旁人的奚落嘲讽，忍受着现实的冰冷残酷，无论如何都不改变前进的目标。当他好不容易走到了赛场，还将面对禁赛这几年崛起的新秀林臻东（黄景瑜 饰）的挑战。                                   ,98分钟,2019-02-05(中国大陆), 中国大陆, 汉语普通话 / 英语,749588.0,6.9,11.2%,36.2%,41.4%,9.4%,1.9%,219546.0,4032.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542973862.jpg
14,利刃出鞘 Knives Out,2019,莱恩·约翰逊,莱恩·约翰逊,丹尼尔·克雷格/安娜·德·阿玛斯/克里斯·埃文斯/杰米·李·柯蒂斯/迈克尔·珊农/唐·约翰逊/托妮·科莱特/勒凯斯·斯坦菲尔德/克里斯托弗·普卢默/凯瑟琳·兰福德/杰登·马泰尔/瑞琪·琳德赫姆/艾迪·帕特森/弗兰克·奥兹/K·卡兰/诺阿·西甘/M·埃梅特·沃尔什/玛琳娜·福特/劳尔·卡斯提洛/雪莉·罗德里格斯/约瑟夫·高登-莱维特/加布里埃尔·洛莱斯,剧情/喜剧/悬疑/犯罪,                                　　富豪小说家哈兰·斯隆比在自己85岁生日第二天，被发现在自家庄园离奇自杀，遗留了亿万遗产。久负盛名的大侦探布兰科（丹尼尔·克雷格饰）突然被匿名人士雇佣调查此案真相。同时，哈兰的孙子兰森（克里斯·埃文斯饰）也正在秘密调查此案。当布兰科和哈兰·斯隆比家族的其他人对谈时， 他发现事情并没有想象中那么简单。                                   ,130分钟,2019-11-29(中国大陆)/2019-09-07(多伦多电影节)/2019-11-27(美国), 美国, 英语 / 西班牙语,555358.0,8.2,27.9%,54.5%,16.5%,0.9%,0.2%,151396.0,1716.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2574172427.jpg
15,阳光普照 陽光普照,2019,钟孟宏,张耀升/钟孟宏,陈以文/柯淑勤/巫建和/刘冠廷/许光汉/尹馨/温贞菱/吴岱凌/林志儒/龙劭华/胡鸿达/施名帅/张立东/张少怀/黄信尧,剧情/家庭/犯罪,                                　　平凡的一家人阿文（陈以文 饰）和琴姐（柯淑勤 饰）育有两个儿子，叛逆的小儿子阿和（巫建和 饰）与好友菜头（刘冠廷 饰）砍伤人进了少年辅育院，但阿和的女友小玉（吴岱凌 饰）却带着身孕来家里…琴姐不顾阿文反对，将小玉留下来照顾。此时，被砍伤者家属也来找阿文求取巨额赔偿，阿文受不了总是带来麻烦的小儿子，将所有希望都寄托在资优生大儿子阿豪（许光汉 饰）身上，却不知道温暖善良的阿豪心中也藏着不为人知的秘密…                       ,155分钟,2019-11-01(中国台湾)/2019-09-06(多伦多电影节), 中国台湾, 汉语普通话 / 闽南语,164109.0,8.4,35.9%,51.6%,11.5%,0.8%,0.2%,53227.0,1526.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570235120.jpg
16,狮子王 The Lion King,2019,乔恩·费儒,杰夫·内桑森/布兰达∙查普曼/艾琳·梅琪/乔纳森·罗伯茨/琳达·伍尔芙顿,唐纳德·格洛弗/阿尔法·伍达德/詹姆斯·厄尔·琼斯/切瓦特·埃加福/科甘-迈克尔·凯/塞斯·罗根/比利·艾希纳/碧昂丝/埃里克·安德烈/弗洛伦丝·卡松巴/约翰·卡尼/约翰·奥利弗/艾米·塞德丽丝,剧情/动画/冒险,                                　　广袤无垠的非洲大草原，祥和奋进的荣耀王国迎来了光辉时刻。威严而勇敢的狮子国王木法沙（詹姆斯·厄尔·琼斯 James Earl Jones 配音）与王后沙拉碧（阿尔法·伍达德 Alfre Woodard 配音），终于迎来了他们的儿子——王国未来的王者辛巴（唐纳德·格洛弗 Donald Glover 配音）——的诞生。在所有的动物都心悦诚服跪拜辛巴王子之际，只有木法沙的弟弟刀疤（切瓦特·埃加福 Chiwetel Ejiofor 配音）妒火中烧。他久久觊觎哥哥的王位，而今更是将辛巴视为眼中钉肉中刺。经过一番策划，刀疤害死了木法沙，并将罪名推给了侄子，进而将王位攫取到自己手中。                                   ,118分钟,2019-07-12(中国大陆)/2019-07-19(美国), 美国, 英语 / 科萨语,294974.0,7.4,16.7%,40.7%,37.2%,4.7%,0.7%,91142.0,1339.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2559742751.jpg
17,蜘蛛侠：英雄远征 Spider-Man: Far from Home,2019,乔·沃茨,克里斯·麦克纳/埃里克·萨默斯/史蒂夫·迪特寇/斯坦·李,汤姆·赫兰德/赞达亚/杰克·吉伦哈尔/寇碧·史莫德斯/塞缪尔·杰克逊/乔恩·费儒/玛丽莎·托梅/雅各布·巴特朗/安格瑞·赖斯/马丁·斯塔尔/瑞米·许/纽曼·阿卡/托尼·雷沃罗利/J·B·斯穆夫/赫米基·马德拉/戴维娜·西塔拉姆/约瑟夫·朗/露丝·霍洛克斯/希滕·珀泰尔/杰罗恩·凡·康宁斯伯格/列尼斯·德洛桑托斯/查利·蕾娅·埃斯奎尔/费斯·洛根/J·K·西蒙斯/小罗伯特·唐尼,动作/科幻/冒险,                                　　在与灭霸史诗般的战争结束后，地球似乎暂时回归和平。皮特（汤姆·赫兰德 Tom Holland 饰）回到了校园生活之中，他和好友相谈甚欢，并且有了心仪的女孩，然而内心最深处依然放不下对钢铁侠的追悼缅怀。去往欧洲游学的路上，皮特试图找机会和个性女孩米歇尔（赞达亚 Zendaya 饰）表白，谁知接连出现的元素怪兽打乱了他的表白计划。在这一过程中，与神盾局合作的神秘客（杰克·吉伦哈尔 Jake Gyllenhaal 饰）挺身而出，击退怪兽。自感不堪大任的皮特谢绝了尼克·弗瑞（塞缪尔·杰克逊 Samuel L. Jackson 饰），情愿将钢铁侠继承者的重任交到神秘客手中。                                   ,127分钟,2019-06-28(中国大陆)/2019-07-02(美国), 美国, 英语,484546.0,7.7,22.3%,46.6%,27.6%,3.0%,0.6%,134580.0,1768.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558293106.jpg
18,罗小黑战记,2019,木头,木头/彭可欣/风息神泪,山新/郝祥海/刘明月,动作/动画/奇幻,                                　　在熙攘的人类世界里，很多妖精隐匿其中，他们与人类相安无事地生活着。猫妖罗小黑因为家园被破坏，开始了它的流浪之旅。这场旅途中惺惺相惜的妖精同类与和谐包容的人类伙伴相继出现，让小黑陷入了两难抉择，究竟何处才是真正的归属？                                   ,101分钟,2019-09-07(中国大陆)/2019-08-27(大规模点映), 中国大陆, 汉语普通话,397591.0,8.2,34.7%,43.1%,19.1%,2.6%,0.6%,136785.0,2510.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2568288336.jpg
19,饥饿站台 El hoyo,2019,加尔德·加兹特鲁·乌鲁蒂亚,大卫·德索拉/佩德罗·里韦罗,伊万·马萨格/佐里昂·伊圭里奥尔/安东尼亚·圣胡安/埃米利奥·布阿勒/亚历山德拉·玛桑凯/马里奥·帕尔多/阿尔吉斯·阿洛斯卡斯/米莉安·马丁/Zihara Llana/Txubio Fernández de Jáuregui/Eric Goode/Óscar Oliver/Chema Trujillo/Gorka Zufiaurre/Miriam K. Martxante,科幻/惊悚,                                　　在未来的反乌托邦国度中，囚犯们被关押在垂直堆叠的牢房里，饥肠辘辘地看着食物从上层落下，靠近顶层的人吃得饱饱的，而位于底层的人则因饥饿而变得激进。                                   ,94分钟,2019-09-06(多伦多电影节)/2019-11-08(西班牙), 西班牙, 西班牙语,213428.0,7.8,21.0%,51.7%,24.7%,2.1%,0.4%,56270.0,1257.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566870171.jpg
20,疯狂的外星人,2019,宁浩,孙小杭/董润年/吴楠/刘晓丹/潘依然,黄渤/沈腾/汤姆·派福瑞/马修·莫里森/徐峥/于和伟/雷佳音/刘桦/邓飞/蔡明凯/王戈/凯特·纳尔逊/王砚伟/呲路,喜剧/科幻,                                　　号称银河系最先进的外星文明试图和地球建交，谁知一连串的误会导致意外发生。外星使者的飞船坠入大气层，最终摔在了中国某市的世界公园中。靠耍猴戏为生的耿浩（黄渤 饰）和酒贩子好友大飞（沈腾 饰）把受伤的外星人错认为来自南美洲的猴子，在自家猴子受伤的情况下，耿浩开始训练起这个他口中的“刚果骚骚猴”来了。由于失去了超能力加成设备，外星人的本事无法施展，只能任由这两个傻乎乎的地球人打骂操练。尽管如此，他仍试图夺回自己的装备。另一方面，之前与外星人交流失败的超级大国根据外星人留下的信息，穿梭世界各地寻找外星使者。地球的命运朝着不可预测的方向发展……                                   ,116分钟,2019-02-05(中国大陆), 中国大陆, 汉语普通话 / 英语,576639.0,6.4,8.2%,27.2%,44.8%,15.7%,4.2%,183452.0,2568.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2541901817.jpg
21,婚姻故事 Marriage Story,2019,诺亚·鲍姆巴赫,诺亚·鲍姆巴赫,斯嘉丽·约翰逊/亚当·德赖弗/劳拉·邓恩/艾奇·罗伯逊/梅里特·韦弗/阿伦·阿尔达/朱丽·哈基提/雷·利奥塔/马克·奥布莱恩/华莱士·肖恩/凯尔·柏海莫/米奇·萨姆纳/马修·马希尔/罗伯特·斯密戈尔/艾登·梅耶里/布鲁克·布鲁姆/玛莎·凯莉/阿尔伯特·琼斯/汉娜·邓恩/桑德拉·罗斯科/麦金利·贝尔彻/戈登·格里克/马修·希尔/阿米尔·塔莱/萨拉·琼斯/文尼·希伯/胡安·阿方索/洛蕾塔·谢诺斯基/滕德·艾德比佩/雅斯曼·塞斯·琼斯,剧情/爱情,                                　　讲述了结婚多年并育有一子的戏剧导演查理和女演员妮可因工作分居而不得不走向离婚，在这场为了争夺抚养权的离婚拉锯战中，关于爱情、婚姻和家庭真实感人的细枝末节牵动人心。两人的关系又将何去何从？                       ,136分钟,2020-05-20(中国大陆网络)/2019-08-29(威尼斯电影节)/2019-12-06(美国), 英国 / 美国, 英语,218008.0,8.6,41.4%,47.4%,10.3%,0.7%,0.2%,73385.0,1450.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2571760178.jpg
