,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
10,乘风破浪,2017,韩寒,韩寒,邓超/彭于晏/赵丽颖/董子健/金士杰/易小星/张本煜/李荣浩/高华阳/李淳/孙伊涵/熊黎/李春嫒/潘米/小马达/金毛期期/孙启恒/孙强/彭菲茗/贾川西/张国庆/程诚/白珞力/方励/郭佳杰/冷海铭,剧情/喜剧,赛车手阿浪（邓超 饰）一直对父亲（彭于晏 饰）反对自己的赛车事业耿耿于怀，在向父亲证明自己的过程中，阿浪却意外卷入了一场奇妙的冒险。他在这段经历中结识了一群兄弟好友，一同闯过许多奇幻的经历，也对自己的身世有了更多的了解。,102分钟,2017-01-28(中国大陆), 中国大陆, 汉语普通话,480761.0,6.8,11.0%,33.5%,42.1%,10.1%,3.3%,139293,4664.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2408407697.jpg
11,奇迹男孩 Wonder,2017,斯蒂芬·卓博斯基,斯蒂芬·卓博斯基/斯蒂夫·康拉德/杰克·索恩/R·J·帕拉西奥,雅各布·特伦布莱/朱莉娅·罗伯茨/伊扎贝拉·维多维奇/欧文·威尔逊/诺亚·尤佩/丹妮尔·罗丝·拉塞尔/纳吉·杰特/戴维德·迪格斯/曼迪·帕廷金/布莱斯·吉扎尔/艾尔·麦金农/泰·孔西利奥/詹姆斯·休斯/凯尔·布瑞特科夫/米莉·戴维斯/莉娅·朱厄特/凯琳·布瑞特科夫/利亚姆·迪金森/艾玛·特伦布莱/马克·多兹劳/鲁奇娅·伯纳德/J·道格拉斯·斯图瓦特/阿里·利伯特/埃丽卡·麦基特里克/本杰明·拉特纳/杰森·麦金农/索尼娅·布拉加/吉洁特,剧情/家庭/儿童,奥吉（雅各布·特瑞布雷 Jacob Tremblay 饰）是一个10岁的男孩，除了头戴一个巨大的太空头盔外，他和其他的同年龄孩子别无二致。头盔下隐藏了奥吉因为各种手术而伤痕累累的脸庞，它不仅完美的隐藏起了奥吉脆弱自卑的内心，也成功的防止了奥吉的模样吓到别的孩子。,113分钟,2018-01-19(中国大陆)/2017-11-17(美国), 美国 / 中国香港, 英语,429639.0,8.6,44.4%,43.7%,11.2%,0.6%,0.1%,109290,2802.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg
12,"三块广告牌 Three Billboards Outside Ebbing, Missouri",2017,马丁·麦克唐纳,马丁·麦克唐纳,弗兰西斯·麦克多蒙德/伍迪·哈里森/山姆·洛克威尔/艾比·考尼什/卢卡斯·赫奇斯/彼特·丁拉基/约翰·浩克斯/卡赖伯·兰德里·琼斯/凯瑟琳·纽顿/凯瑞·康顿/泽利科·伊万内克/萨玛拉·维文/克拉克·彼得斯/尼克·瑟西/阿曼达·沃伦/玛拉雅·瑞沃拉·德鲁 /布兰登·萨克斯顿/迈克尔·艾伦·米利甘,剧情/犯罪,米尔德雷德（弗兰西斯·麦克多蒙德 Frances McDormand 饰）的女儿在外出时惨遭奸杀，米尔德雷德和丈夫查理（约翰·哈克斯 John Hawkes 饰）之间的婚姻因此走到了尽头，如今，她同儿子罗比（卢卡斯·赫奇斯 Lucas Hedges饰）过着相依为命的生活。一晃眼几个月过去了，案件仍然没有告破预兆，而警方似乎早已经将注意力从案子上转移了开来。,115分钟,2018-03-02(中国大陆)/2017-09-04(威尼斯电影节)/2017-12-01(美国), 美国 / 英国, 英语,621852.0,8.7,46.3%,43.4%,9.4%,0.7%,0.2%,147549,3832.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg
13,神秘巨星 Secret Superstar,2017,阿德瓦·香登,阿德瓦·香登,塞伊拉·沃西/梅·维贾/阿米尔·汗/拉杰·阿晶/提斯·沙马/卡比尔·谢赫/法如克·贾法尔/马努杰·沙玛/莫娜·安伯加卡尔/尼基塔·阿南德/尚/莫纳利·塔库尔,剧情/音乐,少女伊西亚（塞伊拉·沃西 Zaira Wasim 饰）拥有着一副天生的好嗓子，对唱歌充满了热爱的她做梦都想成为一名歌星。然而，伊西亚生活在一个不自由的家庭之中，母亲娜吉玛（梅·维贾 Meher Vij 饰）常常遭到性格爆裂独断专横的父亲法鲁克（拉杰·阿晶 Raj Arjun 饰）的拳脚相向，伊西亚知道，想让父亲支持自己的音乐梦想是完全不可能的事情。,150分钟,2018-01-19(中国大陆)/2017-10-18(印度), 印度, 印地语 / 英语,356829.0,7.7,23.3%,44.7%,27.9%,3.5%,0.7%,102025,4009.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2508925590.jpg
14,至暗时刻 Darkest Hour,2017,乔·赖特,安东尼·麦卡滕,加里·奥德曼/克里斯汀·斯科特·托马斯/莉莉·詹姆斯/本·门德尔森/斯蒂芬·迪兰/萨缪尔·韦斯特/汉娜·斯蒂尔/罗纳德·皮卡普/乔丹·沃勒/理查德·拉姆斯登/安娜·伯内特/尼古拉斯·琼斯/查理·帕尔默·罗斯韦尔/布赖恩·佩蒂福/菲利普·马丁·布朗/安杰莉克·琼/希尔顿·麦克雷/詹姆斯·伊莱斯/杰瑞米·查亚德/马汀·麦格/迈克尔·海登/迈克尔·博特/皮普·托伦斯,剧情/传记/历史/战争,影片讲述英国首相丘吉尔在作为首相期间面临的最重要的审判：是向纳粹妥协做俘虏，还是团结人民群起反抗？丘吉尔将集结整个国家为自由奋战，试图改变世界历史进程，度过黎明前的黑暗。,125分钟,2017-12-01(中国大陆)/2017-09-01(特柳赖德电影节)/2018-01-12(英国), 英国 / 美国, 英语,275410.0,8.6,41.7%,46.4%,11.1%,0.7%,0.2%,73225,1439.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504277551.jpg
15,一条狗的使命 A Dog's Purpose,2017,拉斯·霍尔斯道姆,W·布鲁斯·卡梅伦/凯瑟琳·迈克/奥黛丽·威尔斯/玛雅·福布斯/沃利·亚历斯戴尔,乔什·加德/布丽特·罗伯森/丹尼斯·奎德/佩吉·利普顿/K·J·阿帕/布莱斯·吉扎尔/朱丽叶·赖伦斯/卢克·科比 /加布里埃尔·罗斯/迈克尔·博夫舍维尔/洛根·米勒/柯尔比·豪威尔-巴普蒂斯特/普奇·豪尔/约翰·奥提兹/妮科尔·勒普拉卡/彼特·科拉米斯/卡罗琳·凯芙/简·迈克格雷格/科维西·阿梅扬/卡琳·博姆拜克/娜奥米·弗伦内特,剧情/喜剧/家庭,影片以汪星人的视角展现狗狗和人类的微妙情感，一只狗狗陪伴小主人长大成人，甚至为他追到了女朋友，后来它年迈死去又转世投胎变成其他性别和类型的汪，第二次轮回狗狗变成了警犬威风凛凛，再次转轮回，又成了陪伴一位单身女青年的小柯基犬。在经历了多次轮回之后，最终回到最初的主人身边。,101分钟,2017-03-03(中国大陆)/2017-01-27(美国), 美国, 英语,311330.0,7.7,23.3%,43.3%,29.6%,3.3%,0.5%,83473,1872.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2432493858.jpg
16,缝纫机乐队,2017,大鹏,大鹏/苏彪,大鹏/乔杉/古力娜扎/李鸿其/韩童生/曲隽希/于谦/岳云鹏/王劲松/于洋/代乐乐/赵英俊/马大明/张一鸣/衣云鹤/曹然然/曹桐睿/宋小宝/刘小光/文松/宋晓峰/周冬雨/袁姗姗/宋茜/林志玲/赵露思,喜剧/音乐,坐落于东北的集安市曾因破吉他乐队成为全国著名的摇滚都市，也激发无数年轻人和儿童们的音乐热情。只是二十年过去，摇滚逐渐没落，连集安著名的标志大吉他都面临拆除的命运。为了守护这里的摇滚灵魂，修车行小老板胡亮（乔杉 饰）从北京请来前破吉他乐队的经纪人程宫（董成鹏 饰），希望对方帮他组建乐队，策划一场守卫大吉他的演出。在胡亮的软磨硬泡下，程宫他们东拼西凑找来了美丽的女贝斯手丁建国（古力娜扎 饰）、背对观众的鼓手炸药（李鸿其 饰）、年事已高的医生吉他手老杨（韩童生 饰）和未成年的小学生键盘手希希（曲隽希 饰）。,117分钟,2017-09-29(中国大陆), 中国大陆, 汉语普通话,286673.0,6.6,11.2%,28.8%,42.9%,13.4%,3.7%,81871,2208.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498558511.jpg
17,美女与野兽 Beauty and the Beast,2017,比尔·康顿,斯蒂芬·卓博斯基/埃文·斯彼里奥托普洛斯/琳达·伍尔芙顿/珍妮-玛丽·勒普兰斯·德博蒙,艾玛·沃森/丹·史蒂文斯/卢克·伊万斯/凯文·克莱恩/乔什·加德/伊万·麦克格雷格/伊恩·麦克莱恩/艾玛·汤普森/斯坦利·图齐/古古·姆巴塔-劳/奥德拉·麦克唐纳/内森·麦克/哈蒂·莫拉汉/迈克尔·吉普森/水野索诺娅/亨利·加勒特/戴尔·布兰斯顿,爱情/歌舞/奇幻,,129分钟,2017-03-17(中国大陆/美国), 美国, 英语,317570.0,7.2,14.1%,37.3%,41.9%,5.9%,0.8%,87303,1820.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2417948644.jpg
18,加勒比海盗5：死无对证 Pirates of the Caribbean: Dead Men Tell No Tales,2017,艾斯彭·山德伯格/乔阿吉姆·罗恩尼,特里·鲁西奥/泰德·艾略特/斯图尔特·贝亚蒂耶/杰夫·内桑森/杰·沃尔伯特,约翰尼·德普/哈维尔·巴登/杰弗里·拉什/布伦顿·思韦茨/卡雅·斯考达里奥/凯文·麦克纳利/格什菲·法拉哈尼/奥兰多·布鲁姆/凯拉·奈特莉/斯蒂芬·格拉汉姆/大卫·文翰/保罗·麦卡特尼/马丁·科勒巴/亚当·布朗/丹尼·基兰/马赫什·扎杜/胡安·卡洛斯·凡希多,动作/奇幻/冒险,,129分钟,2017-05-26(中国大陆/美国), 美国, 英语,298478.0,7.2,14.3%,40.6%,38.9%,5.6%,0.7%,72620,1258.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2459723975.jpg
19,前任3：再见前任,2017,田羽生,田羽生/游非/大宽/大广,韩庚/郑恺/于文文/曾梦雪/罗米,喜剧/爱情,一对好基友孟云（韩庚 饰）和余飞（郑恺 饰）跟女友都因为一点小事宣告分手，并且“拒绝挽回，死不认错”。两人在夜店、派对与交友软件上放飞人生第二春，大肆庆祝“黄金单身期”，从而引发了一系列好笑的故事。孟云与女友同甘共苦却难逃“五年之痒”，余飞与女友则棋逢敌手相爱相杀无绝期。然而现实的“打脸”却来得猝不及防：一对推拉纠结零往来，一对纠缠互怼全交代。两对恋人都将面对最终的选择：是再次相见？还是再也不见？,120分钟,2017-12-29(中国大陆), 中国大陆, 汉语普通话,333074.0,5.5,5.2%,16.2%,40.5%,25.1%,13.0%,109833,4940.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2508926717.jpg
20,神偷奶爸3 Despicable Me 3,2017,凯尔·巴尔达/皮埃尔·柯芬/埃里克·吉隆,辛科·保罗/肯·道里欧,史蒂夫·卡瑞尔/克里斯汀·韦格/崔·帕克/米兰达·卡斯格拉夫/达纳·盖尔/内芙·沙雷尔/皮埃尔·柯芬/史蒂夫·库根/朱莉·安德鲁斯/珍妮·斯蕾特/迈克尔·贝亚蒂/安迪·尼曼/阿德里安·奇斯卡托/布莱恩·T·德莱尼/肯·道里欧,喜剧/动画/冒险,,90分钟,2017-07-07(中国大陆)/2017-06-14(安锡动画电影节)/2017-06-30(美国), 美国, 英语,207009.0,6.8,10.6%,31.5%,48.3%,8.7%,1.0%,49219,418.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2469070974.jpg
21,嫌疑人X的献身,2017,苏有朋,李佳颖/黄海/苌江/王潮/迟海/冯元良/东野圭吾,王凯/张鲁一/林心如/叶祖新/丁冠森/邓恩熙/成泰燊/赵阳/侯明昊/焉栩嘉/任熙青/李炳易/李宏/赵燕国彰,剧情/悬疑/犯罪,在刑警学院任职的物理天才唐川（王凯 饰）与中学教师石泓（张鲁一 饰）年少相识，因彼此对数学的共同兴趣而惺惺相惜，多年后唐川在调查一桩杀人案时， 身为石泓邻居的陈婧（林心如 饰）被列入警方的“嫌疑人”之中，石泓与唐川因此再度重逢，而唐川却在调查中发现了更大的秘密……被迫站在对立面的唐川、石泓由此展开了一场高智商对决，一步步推动故事走向既震撼人心又令人扼腕的结局。,112分钟,2017-03-31(中国大陆), 中国大陆, 汉语普通话,245214.0,6.4,5.2%,25.2%,54.2%,13.2%,2.2%,74274,4160.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2448676053.jpg
22,金刚狼3：殊死一战 Logan,2017,詹姆斯·曼高德,詹姆斯·曼高德/迈克尔·格林/斯科特·弗兰克,休·杰克曼/帕特里克·斯图尔特/达芙妮·基恩/波伊德·霍布鲁克/斯戴芬·莫昌特/伊丽莎白·罗德里格斯/多丽丝·莫尔加多/理查德·E·格兰特/玛丽·佩顿·斯图尔特/伊利斯·尼尔/埃里克·拉萨尔/劳伦·格罗斯/胡安·贾斯帕/克日什托夫·索什斯基/萨博·班克森,剧情/动作/科幻,,123分钟(中国大陆),2017-03-03(中国大陆/美国)/2017-02-17(柏林电影节)/2017-05-16(黑白版), 美国, 英语 / 西班牙语,367768.0,8.3,35.9%,45.2%,17.0%,1.5%,0.4%,100459,2595.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2431980130.jpg
23,敦刻尔克 Dunkirk,2017,克里斯托弗·诺兰,克里斯托弗·诺兰,菲恩·怀特海德/汤姆·格林-卡尼/杰克·劳登/哈里·斯泰尔斯/阿奈林·巴纳德/汤姆·哈迪/马克·里朗斯/巴里·基奥恩/基里安·墨菲/詹姆斯·达西/肯尼思·布拉纳/李·阿姆斯特朗/詹姆斯·布鲁尔/达米安·勃纳尔/布莱恩·威纳尔/哈利·理查森/艾略特·提特恩索/凯文·格思里/巴比·洛克伍德/米歇尔·贝尔/比利·豪尔/迈克尔·凯恩/约翰·诺兰/米兰达·诺兰,剧情/历史/战争,故事改编自著名的二战军事事件“敦刻尔克大撤退”。二战初期，40万英法盟军被敌军围困于敦刻尔克的海滩之上，面对敌军步步逼近的绝境，形势万分危急。英国政府和海军发动大批船员，动员人民起来营救军队。,107分钟,2017-09-01(中国大陆)/2017-07-13(伦敦首映)/2017-07-21(美国), 英国 / 法国 / 美国 / 荷兰, 英语 / 法语 / 德语,552614.0,8.4,39.2%,45.4%,13.9%,1.1%,0.3%,142308,4759.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2494950714.jpg
